Id,Title,Price,User_id,profileName,review/helpfulness,review/score,review/time,review/summary,review/text
B0006RCPWS,Alphabets & ornaments,,A3JJBKU7AZF756,Ruth Venezia,0/0,5.0,1361664000,A source book for graphic design,I first saw this book at a friend's house. Within 2 days I found it on line and ordered it. I use it often to develop embellishing ideas.
B000IZ76B8,Gone with the Wind,,,,1/1,5.0,903398400,heart-breaking story,"i just finished Gone With the Wind, and i love it. although it is heart-breaking, it's romantic and full of emotions. i like how the characters were develped; they all have their own traits. anyone who likes romance or has a lot of patience, i suggest you to read this book. (remember, you might cry like a baby when you finsih the book cuz it's........read it, and you'll know what i mean.)"
0816756341,How to Draw Crash Bandicoot & Friends (How to Draw),,,,6/12,5.0,939168000,The best book on earth!!!!!!!!!!,I think How to draw Crash bandicoot and friends is the best book because it has drawing skills of the hottest game on earth!!!!!!!!!!
0811800040,Raptors: Birds of Prey,,,,9/9,5.0,887155200,Photographs alone worth the price of the book,"According to the blurb on the book cover, the author's interest in raptors &quot;began at an early age when he started birding with his third-grade teacher&quot; and now the author is founder and director of the Calif. Raptor Education Center.The photographs are exquisite, starting with the photo on the front cover -- a close-up, eye-to-eye view of a bald eagle.The book has 4 parts:1) Gifts of Birth (physical characteristics),2) Struggle to Survive (migration, etc.),3) Living in Balance (habitat destruction, accidents, etc.) and4) the Future (which is more of a discussion of present actions being taken to preserve these birds).Good for beginners (like me!), although a bibliography would have enhanced this book."
1841192546,Lord of the Silent,,,,0/0,5.0,1021507200,They Just Keep Getting Better!,This is another work of Genius from Elizabeth Peters. Pure fun - you won't be able to put it down.
0446515485,"Snagged (Regan Reilly Mystery Series, Book 2)",27.62,A1NAH47NL6T0UF,"Anne C. Conklin ""old lady""",1/2,1.0,1217376000,Surprised and disappointed,I started reading Carol because I am so fond of her mother's writing. I am quite surprised and very disappointed that she has chosen to take the Lord's name in vain in this book. I enjoyed her first book but am not sure I will read any more!
0471792136,"The 4-Week Ultimate Body Detox Plan: A Program for Greater Energy, Health, and Vitality",11.53,A14PSS0RO93MYP,A. Dean,5/6,5.0,1215475200,Great information and easy detox plan,"This book offers a great way to detox and is filled with good and valuable information. The reason I like this plan the best is that it is based on a sound diet, eliminating bad foods or junk food and offers a detox with a combination of supplements and teas. It's a wonderful plan to do even if you are very busy. I was quite excited to blend my own herbal teas and they are fabulous and working. There is an expense involved in buying the supplements if you do not have them and the ingredients for the teas. Shop the internet for great prices and avoid the store. The only criticism I have is that the author did not recommend a parasite cleanse before the detox. She acknowledged toxins from parasites in the book and I was surprised she did not strongly recommend doing a parasite cleanse first. I started a parasite cleanse two weeks before the detox plan and carried it into the detox plan. The plan also allows you do be flexible and extend any of the phases that target specific areas. It's a great book. It's better to spend the money on preventive healthcare than medical bills!"
1596009772,Alice's Adventures in Wonderland and Through the Looking Glass (Classic Collection),,A1FPQ54AIB26L0,Mike Wallace,1/2,5.0,1268438400,The Original,"Don't see the movie without reading the original this is the wonderful story that started it all. This is an exact reproduction of the original along with Carrol's original artwork plus you get two books in one, with the addition of ""Through The Looking Glass"", plus they are the large print editions. The imagination used to create this story is genius, if you are going to see the movie than take the time to find out what made this classic story timeless."
B000HB28Z2,HONOR THY FATHER,,A1AEQI7F11GK2Z,scooter,0/0,3.0,1348185600,honor thy father,"It was a little bit slow at times, but managed to hold my attention. I would, however recomend reading it."
1841972665,Terra Incognita: Travels in Antarctica,,AX1IMV7KJPIQM,"World Traveler ""World Traveler""",4/5,5.0,1221436800,This Book Changed My Life,"I once had a discussion with a colleague who said, ""I've never read a book that actually changed my life. I don't think books can do that."" At the time, I disagreed, but couldn't articulate why.Well, this book has been the one that changed my life. It was the first book I read about Antarctica, and it immediately peaked my interest in traveling there. I didn't want to go as a tourist (which is possible, by the way, if you can afford a $6000 cruise....) I wanted to see a science station for myself.Well, it wasn't easy, but three years and SEVERAL job applications later, I've got a job at McMurdo Station (the US's main research station, and the largest one on the continent), and I leave for ""the Ice"" in two weeks. So ""Thanks"" Sara Wheeler! I owe you one!This book was a pleasure to read because the author so effortlessly blends her experience with the stories of the early explorers. As a fellow, modern, female traveler I could empathize with her desire to get away to an empty, vast place. And her social descriptions are just as interesting. Funny that she is well received everywhere except by her own countrymen at the British base.I definitely recommend it for anyone interested in Antarctica's past or present."
0671577395,Remember When,,A3SEGWLFJP3OTB,"April ""voracious and eclectic reader""",0/1,1.0,1215043200,Really horrible,"I've never read a McNaught book before, but I've always wondered whether or not I would enjoy one of her books....well, now I know. This was a sad waste of my time.The characters were not well-developed at all. They were like cardboard cutouts of what romance novels characters should be...like a novel that makes fun of romances. Too much of the novel was dedicated to scenes that had nothing to do with the interaction between the main characters, as if this book was trying to NOT concentrate on the romance. Yet, this is a romance novel, so it didn't make the least amount of sense. Either write a romance or don't."
0130289124,The Working Writer,,A1HM91V0XVC8UK,Jenny,0/0,5.0,1356825600,Very satisfied!,It came very fast in the mail. It looks great for being used. I look foward to using it college and bragging about how cheap is was!
0801045045,Cow Goes for a Ride (Cow's Adventure),,ABC8FXLD7W528,"Penny Zeller, Christian Author and Speaker",0/0,5.0,1117497600,Another great adventure about Cow!,"Our daughters have each of the Cow Adventure Series books and they love them. This one, as are all the other, is well-written and humorous - it makes reading it fun for both the parent and the child!"
B0000891Y0,Around the World in Eighty Days,,A3UGY9YJT3Q1T4,user,0/1,5.0,1313798400,movie,Love the movie and this works well I've always enjoyed watching this movie over and over the cover and inserts were well made and look good on my dvd shelf
B0006XZ6S2,"DUTTON'S NAVIGATION AND PILOTING: (FORMERLY NAVIGATION AND NAUTICAL ASTRONOMY , ORIGINAL ED. (1926) BY BENJAMIN DUTTON)",,A2FP5WC4715AMX,Alfredo B,3/3,5.0,1306886400,Dutton's Nautical Navigation,"Excellent book for a quick consult and to know more about all nautical navigational issues..very easy to understand, good drawings and smart explanations ...For me the (nautical) bible onboard."
B00005VO0T,The Complete Sherlock Holmes,,A3U4L1H0TB2N40,Classic Reader,0/0,5.0,1309824000,Excellent Sherlock!,These unabridged recordings of the original stories are excellent. David Timson is a master of voice characterization. The accompanying music is well suited for these entertaining recordings.
0201577933,Out of Control: The Rise of Neo-Biological Civilization,,AN2SHTNN50ATG,"Michael Eriste ""Kairez The Red One""",0/0,5.0,1358726400,A very interesting read!,"This is the book that the Wachowski Brothers read that helped inspire them to create The Matrix trilogy. It's a very good and interesting book about the symbiosis of humans and robots, computers and machines and nature."
0783893310,"Black Mass: The Irish Mob, the Fbi, and a Devil's Deal",,,,13/15,4.0,1027296000,Skims the surface,This book is interesting but not overly so. In this case some names have come up that are not well known to the general public. John Cincotti for example has been associated with Genaro Angiulo but also with escort services in Massachusetts.One of the least discussed connections is that between organized crime and 'legitimate business'. Corporations use escort services and the like but the connection with organized crime is seldom considered.Flemmi and Bulger are alleged to have been involved with this.
B0009JKV7E,Confessions of an Economic Hitman,,A3CA1CPY3J0KVE,"Yorgaki ""g-a-k""",9/17,2.0,1161043200,Yawn...,"While it does contain a few interesting bits here and there (mainly in the first half of the book) this book fails to live up to the buzz surrounding it. There were few actual ""insider"" details (or details of any kind, in fact) and the author's voice grated on my nerves -- very self-serving. I suppose those interested in U.S. foreign and overseas development policy during the Cold War and post-Cold War era will find it worth reading, but getting through it is something of a chore. It took all my will power to plow through the last quarter of the book..."
B000PC54NG,The Hobbit,,A2M7RJZQPYN4PI,E. E. H.,13/19,3.0,1200355200,Not the Best Annotated Book I Ever Read,Minuses:1. Too many margin comments on the revision of the novel.2. No index in the end of the book.Pluses:1. Lots of drawings .2. No other Annotated Hobbit available .
0340887036,Michel Thomas Advanced Spanish (Bk. 1),,A2EKXULY7HPOXL,"A. Miller ""&#34;bbqinsanity .com&#34;""",19/19,5.0,1141603200,Excellant follow up to the original course,"I am only half way through this, but I can tell that this is another masterpiece by Michel Thomas (may he rest in peace).With his warm, rich and rasping voice, it's like you are a child again, listening to your grandfather regaling you with stories from long ago. A joy to listen to! As Michel Thomas says himself at the beginning of the recording, ""I'm happy to be here, I'm happy to be back with you"" - yes, we are happy to be back too!The pace of this 4 CD pack is much faster than the original 8 CD set, but this is to be expected as the listener is at a more advanced stage. One feature that improves on the first set is that the structure of the lessons are listed for each track on each CD.Here's an overview of the lessons:CD 1: overview of present, subjunctive, imperativeCD 2: future, conditional, simple past, ""The diving past"" - (I have spoken)CD 3: ""would haves"", more simple past, ""was-ings"" - (I was going)CD 4: past subjunctive, ""would haves""The reason why I don't use all the right gramatical names is that that's not the way MT works. He tells you how to say the things with his own unique style.Remember to ""change tracks"" and that the ""go-gos"" become ""ga-gas"" in the imperative!Just as awesome as the 8 CD set for MT fans who want to go (a good few steps) further. 5 stars."
B000PC5GVQ,Flowers in the Attic,,,,0/0,5.0,899942400,A WONDERFUL BOOK,"I found this book very interesting. Once I started reading it I couldn't put it down. It was as if I was actually locked up in the attic with Cathy, Chris, Carrie, and Cory. I felt the same pains they did and I cried many times. I also found myself hating the grandmother, especially the mother. At one point in the book I got so mad at the mother I screamed out &quot;WITCH&quot; and sent the book soaring across my room. This is a remarkable book, and has touched me. Everyone should have a chance to read it."
0345420578,"Tilting the Balance (Worldwar Series, Volume 2)",,A3I6QMYOQCETCE,Chad W. Finke,0/0,5.0,1302998400,quality control,"I read the hard cover edition of this book when it was first published several years ago. ever since then I've been an avid reader of Mr. Turtledove's alternate history in its many forms. havimg said that I must say that what the Kindle edition does to his work is almost criminal: typos, spelling errors, gramtical errors, all of which are the fault of whoever imports the content into this format. Kindle really needs to get their act together if they expect cutomers to continue to shell out money for this substandard product."
B000AEFEMA,Beggars in Spain,6.0,ASPJ6HLGZFG4K,"Tom Marcinko ""Author, ASTRONAUTS & HERETICS""",0/0,4.0,881280000,Worthy successor to Huxley,"Nancy Kress's BEGGARS IN SPAIN, is, IMO, the best SF novel of its kind since BRAVE NEW WORLD. Certainly it's one of the most thoughtful to tackle the subject of DNA manipulation in humans in many years. Her eye for story + character is wonderful, as well as for the large &amp; small details of her future world. I'd recommend this SF novel to people who don't usually like the genre. She covers the subject matter much more thoroughly &amp; realistically than the film GATTACA, which owes more than a little to the sibling-rivalry theme in this book."
B000GZSMVS,Pavilion Of Women,,A1E2NA2F4RTQ9B,Debnance at Readerbuzz,0/0,5.0,1325376000,I liked this one almost as much as The Good Earth,"Madame Wu decides on her fortieth birthday to move into her own bedroom and find her husband a concubine. A fascinating look at a strong woman, Madame Wu's decision has unexpected consequences.Excellent novel with brilliantly nuanced characters."
078622908X,Ophelia Speaks,,,,3/4,4.0,941414400,Pessimistic but Realistic at the Same Time,"This book is a definite eye opener. Most teenage girls never even think about or maybe even know about some of the subjects mentioned in the book. I think this book somehow takes away some of the naivetes everyone is born with, but it's a good thing since the world isn't black and white.If you like books with happy endings all the time this book is definitely not for you. This book is for the people who live the grey."
0375403140,Melville: His World and Work,,A21VR7M8O55EF6,Robin Friedman,40/43,5.0,1140998400,A New Study of Herman Melville,"Herman Melville (1819 -- 1893) is one of the writers I have returned to again and again over the course of years. Thus, I was gratified to receive this new book by Andrew Delbanco, ""Melville: His Life and Work"" (2005) as a gift and to have the opportunity to read it, think again about Melville, and share my thoughts on this site with other readers. Delbanco is Levi Professor in the Humanities and Director of American Studies at Columbia University. He has published widely on American literature, including a book titled ""Required Reading: why our American Classics matter now."" Before reading Professor Delbanco's Melville study, I also read the lengthy review by Frederick Crews in the December 1, 2005, ""New York Review"" which is both laudatory and critical.The literature on Melville continues to grow, and in recent years biographies have been published that are longer and far more detailed than Professor Delbanco's. But Delbanco's study is accessible, engagingly written, and concentrates, as the subtitle to his book implies, in placing Melville in the historical context of Nineteenth Century America, and on the works themselves. I will discuss each of these factors briefly.As to Nineteenth Century America, Professor Delbanco discusses Melville's roots as the descendant, on both sides of his family, of heroes of the Revolutionary War. He gives a revealing picture of pre-Bellum America and of the seafaring life. He gives a detailed historical discussion, for a literary biography, of the tumults which split the United States and lead to the Civil War, including the War with Mexico, the compromises of 1850, and the Kansas-Nebraska Act of 1854. Professor Delbanco shows how Melville responded to both the literary and political events of his time. He also gives a good, if briefer, treatment of the Civil War and of Melville's life thereafter, as the United States expanded and a crude materialism became dominant. But most vividly, Professor Delbanco gives a picture of New York City, both before and after the Civil War, and argues convincingly for the strong formative influence that the city exerted on Melville's writings.As to Melville's writings, Professor Delbanco devotes a great deal of space to Melville's four widely-recognized masterpieces: Moby Dick, Bartelby, Benito Cereno, and Billy Budd. He offers textual exposition, compositional background, and a good literary sense of the complexities and ambiguities in each of these works. He offers shorter yet rewarding discussions of several of Melville's more controversial efforts, including Pierre, The Confidence Man, his collection of Civil War Poetry called Battle Pieces, and the long poem Clarel. I think that Delbanco undervalues some of the poetry, particularly Battle Pieces which I have found over the years a provocative literary guide to the Civil War.The treatment of Melville's life is interrelated well with a study of his works, as Professor Delbanco gives succint discussions of Melville's early years, his decision to go to sea, his marriage, the question of his sexual orientation, the friendship with Nathaniel Hawthorne, his travels and wanderings, the tragic deaths of two of his sons, and the long reclusive years Melville spent as a customs inspector in New York City. We see Melville with all his difficulties and as a great but in his lifetime forgotten writer. Readers interested in a good novelistic portrayal of Melville may wish to read Frederick Busch's ""The Night Inspector"", to which Professor Delbanco refers.(...)I came away from Professor Belbanco's book with the desire to revist some of the Melville works that I have read in the past and, perhaps, to read some of the works that I don't know for the first time. I think it is the purpose of a study such as Delbanco's to return to reader to the words of the author, in this case Melville. Delbanco's book succeeds in doing so admirably.(...)"
B000ETQQ3C,The Center of Everything : A Novel,5.6,A1PT05BXOWLFSH,Lise Mandes,0/0,5.0,1261353600,a wonderful and fresh story,"I picked this book up as a bargain book and what a bargain. I started it last night and read it straight through with a break for sleep, finishing it this morning. It tells the story of a young girl becoming aware of her social circumstances as she navigates elementary school, through middle school, and on to impending graduation from high school. She lives in poverty in the middle of Kansas' wheat fields, with a mother who struggles to find the best in life, even when faced with overwhelmng adversities. Through it all, her sensitivity to others' feelings and because of individuals who recognize her intellectual gifts, she keeps her eyes on the prize, education and remaining essentially decent to others. I loved this book."
B00087NVWY,"The velveteen rabbit;: Or, how toys become real",,A1L3RT5RPK4DIN,"""bethpark""",2/3,5.0,976752000,Wonderful,It was a real tear jerker. I am 30 years old and just heard the story for the first time. The tale moved me. It is both powerful and memorable.
0966901932,Awakening: In Pursuit of the Divine Paradox,,A2BN86XBKKC2B5,Kristen Lowe,7/8,5.0,957484800,The perfect book for breaking down religious barriers,"It seems as though everyone goes through a period of questioning their spirituality in life, and for me it started shortly after college. This book is perfect for anyone going through a similar situation. Gregory Huth addresses some of the paradoxes in the bible I have always felt needed further explanation, and he does it in a manner that does not contradict or offend people of various religious backgrounds. In fact, he highly stresses the importance of looking past religion into the deeper aspects of being spiritual and I couldn't agree more. After reading the book I feel more secure in my personal spirituality and can more fully appreciate the different spiritualities of those around me. I would whole-heartedly recommend this book to anyone who considers themselves even remotely spiritual and especially to those who are searching for the answers to some of the questions that cannot be answered by simply attending church."
0671581929,"Portuguese (Brazilian) II , Comprehensive: Learn to Speak and Understand Brazilian Portuguese with Pimsleur Language Programs",,ABBGYG9ZXN5B5,Ilo,3/3,4.0,1184198400,Good lessons for beginners,"I do like the audio focus of these lessons. Since it doesn't rely on a booklet for you to refer to, it makes it easy to learn while driving in your car or exercising. The pronunciation is clear and articulate, and the repetition of phrases from one lesson to the next helps to reinforce what you've learned.Although the audio-only lessons make it convenient, it would be nice to have additional reading lessons that accompany the CD so that you can become more familiar with reading Portuguese. Also, I wish the breadth of dialogs and conversations were broader. It seems the focus of these lessons were more tailored towards a business man visiting Portugal. But I think this is a good series to begin your lessons."
B000MTEK8M,Beginning Linux Programming (Programmer to Programmer),7.99,,,2/2,5.0,889747200,The best linux/unix programmers reference I have!,"This book has proved indespensable as a reference for common linux programming tasks. The author covers many important topics in a clear and consise style. One very nice thing is a large selection of example programs that illustrate and reinforce th ecovered topics. I use this book almost daily, and it has become one of my main references."
0767914023,An Embarrassment of Mangoes: A Caribbean Interlude,,,,13/13,4.0,1073952000,good winter reading,"It's a good read for these winter days, a nice, long, leisurely tour of the Caribbean islands over a couple of years, taken by sailboat. The food and drink recipes at the end of most chapters make it easy to travel along with the crew of the Receta-Ann and her husband Steve-by preparing for yourself the same cuisine they enjoyed. And, it's heartwarming to see them get along for the entire two years-there's no crisis, no threats of divorce, just a happy couple taking a long break and learning to see some of the nicer things in life."
B00005BC13,The Gods of Mars,,A3VD8ORY16XNQN,"""jmbyrne25""",3/4,4.0,1003190400,Sci-Fi and Victorian prose,"ERB is a pioneer in science fiction and I can see the influence his work has had on many of my favorite authors. What I find truely amazing about this story is that deals with things such as aerial warfare but was written in 1913 when people were still debating if airplanes could ever have military value.Although the author was looking to the future with life on Mars and flying battleships, his values are anchored in the Victorian era. John Carter looks to fight the good fight, rescue the damsels in distress and still stay true to his princess. He's a think man's Conan and a monogumous James Bond all rolled into one. The plot line takes several unexpected turns and your pulse will be pounding as the story builds towards its climax.The story is written in the flowery prose that were typical of the Victorian era and it takes a little getting used to. As another reviewer mentioned, you just need to slow down, sit back and enjoy this one. It's definately worth it.The copy I had was about a few years old and the binding completely came apart and as I tried to keep the pages in order while reading I felt like I had uncovered a first addition from 1913. Normally, I would not have been to happy about that, but given the situation it just added charachter to the experience.If you pick this book up, make sure you also get a copy of the next book in the series &quot;Warlord of Mars&quot;. Once you finish &quot;Gods of Mars&quot; you'll want to jump right into the next book."
1880559307,Business and Legal Forms for Fine Artists,,A1HJBLX3PCZJIZ,"D. R. Rivera ""Retlaw 3""",7/7,5.0,1204675200,Business and Legal Forms for Fine Artists,Extremely useful and informative book. This is the second edition I've bought - 1st edition was 18 years ago & out-dated.
B0007GZPJI,Lord of the flies,,A14D9X0N62UF5B,Liliet Mulet Supanik,3/4,5.0,1140998400,Lord of the Flies,I purchased the book on cds for my daughter's 8th grade class. They truly enjoyed having this book on cds so they can follow the reading in class. It was clear and the narrator was great.
0939837323,Twenty Small Sailboats to Take You Anywhere,13.38,A3PGGYYML3VXUZ,"Robert Vanderpol II ""Bob II""",0/0,5.0,1356566400,Good book,"Book offers a list of 20 small boats that could be taken offshore with some upgrading. Provides a discussion of each boat's strengths and weaknesses, relative ratings for each boat for safety, comfort and speed, owner's comments about each boat, a little bit of history for each boat and a final summary."
B000FENV16,Crime and Punishment,,A24ZUBHSQVYB7T,Spencer Case,68/72,5.0,1153612800,This soldier's favorite book,"If you read one murder novel in the rest of your life, read ""Crime and Punishment"" by Fyodor Dostoyevsky. It's only 500 pages but it speaks volumes.I discovered Dostoyevsky a few months ago while I was deployed to Iraq and my literary world will never been the same.I found a copy of ""The Brothers Karamazov"" in a pile of miscellenious books that had been dedicated to troops to boost morale and took it to a literary savvy Lt. Col. I knew. When I showed him my find, he insisted I read Crime and Punishment first. I'm certainly glad I decided to take his advice.Crime and Punishment tells the story of a brutal murder in pre- revolutionary Russa and the emotional torment of the eccentric murderer, Raskolnikov. The book is as dark and suspenseful as anything I've ever read, but it also manages to convey things on the opposite end of the emotional spectrum like redemption and love. My favorite passage of the book (a hard pick, for sure) is when Porfiry, a jovial but formitable detective, interrogates Raskolnikov.The deployment is over, but my infatuation with Dostoyevsky's books has just begun. I'm now reading ""The Idiot"" and enjoying it, though it's too early to see if it matches ""Crime and Punishment.""Whether you are deployed to the farthest reaches of the world or sitting comfortably at home, ""Crime and Punishment"" promises to be an exhilerating read."
B0006BRGDC,"Of love and dust,",,,,6/6,5.0,933897600,"Excellent, just like all of Gaines' novels great read","Gaines has done it again. He has once again captured the spiritof the Southern Black Male. He like Alice Walker (who captures theSouthern woman) captures his characters spirit and their soul. He is an excellent writer. This book is great, it is easy reading and it addresses the hypocrisy of social and class standings like no other writer I have ever read. I have read four of Gaines' novels and all of them leave me breatless. I always want more even when the book is over. I am now about to read Bloodline and I can't wait. Mr. Gaines if you are reading this, PLEASE KEEP WRITING YOU ARE THE GREATEST!!!!!!!"
B0006AIWPE,"What Maisie knew,",,AZEFXBTFUTXHR,R. Gahan,3/5,5.0,1181952000,"Maisie, light of my life, fire of my loins","Doh! I meant Lolita. Well, I think that Maisie is a protyope for Lolita. She adapts to being shifted around by her parents and their various lovers by becoming something of a nymphette herself with Daddy Claude. This is a must read for all of us Nabakov fans. I'm quite sure he read it too."
B000KVFPR2,"GLORY, GLORY",,A5O9WSXVYUZY0,Gretch,0/0,2.0,1331251200,"Glory, Glory","I love LLM books and have read several and have kept most of them; however, I was disappointed with this one. Ms. Miller did a great job with building up the tension between the two characters, explaining the past, explaining what happened for the heroine to leave at such a young age, and you could ""feel"" the love that they both felt, but I felt the reconciliation in the end was poorly written. It was a complete disappointment. It was a matter of four words and that was it. I didn't even keep this one."
0201710919,Planning Extreme Programming,25.85,,,33/37,1.0,1001980800,Deja Vu all over again,"Didnt I just read all of this in some of the other books in the series?Extreme Programming Installed is the best of the lot. The others just repeat the same information in different ways. No need to read the others in the series. The initial book, ExtremeProgramming Explained is ok. It explains the philosophy. But XP Installed gives actual examples."
B000JPGA7S,See Jane Run,,,,0/0,4.0,907977600,plenty of twists in this absolutely thrilling book.,"I read this book about a year ago and i was hooked after the first couple of lines. The opening sentence drew me in and kept me captured, until i was unable to put the book down for anything.I usually don't like surprises, and must confess that i peek at the back of the book most of the time, to find out about the endings. In this case i had no time for that, i was just too absorbed. But there was one flaw which i felt emerged continously throughout the story. The main character's evaluations, there was just too much of it, which killed the very essence of a great thriller."
B000GQSANW,Hell House,,A1Y87E22UVYCE6,"Maximiliano F Yofre ""Maxi""",1/1,3.0,1265760000,Never Go to Belasco House if You Want to Have Pleasant Dreams!,"Richard Matheson (1928) is a well known novelist and screenwriter mainly in sci-fi, horror, and western themes. Arguably his finest opuses areI Am Legend(1954),The Incredible Shrinking Man(1956) andBid Time Return(1975). The present book written in 1971 is one step behind his best.This is a classic haunted-house & horror novel with enough meat to keep the reader fascinated and unable to put the book down. So, you may ask, why I give it only three stars? Well... due to its clumsy ending with some big loopholes in it.Matheson realize this shortcoming and when he produced the script for the film based on the novel (""The Legend of Hell House"") he gives a slightly different ending but much more satisfactory.The story is as follows: a millionaire is dying and wants desperately to know if there is afterlife survival. He hires three experts, two sensitive and a scientist to obtain an answer from the Belasco House known as Hell House.So these three poor souls plus the scientist's wife are compelled to spend a week of their lives in the haunted place.The House obliges its fame and receives them with all sort of nefarious occurrences and psychic pressure trying to destroy them.It is a very commendable horror story with lumbering ending, be warned.Reviewed by Max Yofre."
B000NA1XTO,The Girls Who Went Away: The Hidden History of Women Who Surrendered Children for Adoption in the Decades Before Roe v. Wade,,A1EL0JNPUEIRJ5,Linda B,15/18,5.0,1150070400,Mr MK Didn't Read It. Please Buy and Read It!,"This book is one that everyone, especially those adopted should read. It will give you the answer you always wanted to know. Why were you given up. Mr. MK gave this book a one star and implied that Ann Fesler thought unplanned pregnancies should be disposed of! Ann clearly states in the book that she is an adoptee. She is a very beautiful sucessful person with so many so thankful for what she has done and continues to do to help answer such questions. She also helps heal the birth mothers, like me, (oh, yes, I am Linda and my story is in the book)by showing us healing. Birthparents will find a healing closeness in this book. At the appearance we did in Houston, one of the birth mothers told me she had a horrible time dressing for the occassion as she was afraid of looking like a slut. I was astonded because I had taken my dress back a few times, changed, and exchanged until I was blue in the face, because I was afraid I might look cheap. You see, we can't forget what society thought of us. And to think that any adoptee (like Mr MK's sister) would think that they were someone who would not be alive, would have been aborted, if they had been born after Roe vs Wade, is very painful to consider! Yes, today, there is birth control available, and young people are more knowledgeable. And yes, today, people can keep their babies, not just because of a change of society's views, but due to food stamps, wic, and all types of assistance. We had none of these things. And of all the birth mothers I have met, I have never met one who said they wished abortions had been legal. We loved our babies when they were kicking inside our tummies, we loved them while we were giving birth, and we loved them the day we signed the papers. We signed a paper saying that we would never ever contact our baby or the family, that our child would be gone to us forever. If we had wanted abortion, we would have wanted adoption. We did not want either. We wanted our babies! We did not want our babies taken out of this world or out of our arms. We wanted our babies! And I lied the day I promised to forget I had given birth. I swore that I would find my daughter as soon as she was eighteen. I did and we have been reunited twenty two years. I love her, her children, and I love her parents dearly. I love her mother so very much. She could do what I could not do. She could be a mother. I had two reasons that I told my story for this book. One, I want adoptees to have their birth records, if they want to have them. And my second reason, is I am against abortion. I want abortion to be illegal. Having to place my daughter for adoption nearly killed me, but before Roe vs Wade, I did not have to make a choice on who would ""die"". If you read this book, you will see that Ann Fesler and the birth mothers are not crying because abortion was illegal. Please read this book and make up your own mind! If you read the book and feel differently than I do, please remember it is your right, and I respect that. If you are an adoptee, be sure that someone somewhere is saying a prayer for you tonight. You are very much loved."
B000PC54NG,The Hobbit,,A2HH4LB166GOFF,"Masteeby ""Ma""",2/4,5.0,1139529600,Listen... And Enjoy!,"The Hobbit is a great introduction to the world of Middle Earth and written by a master storyteller. Listening to it ensures that you don't miss a thing, and you are still free to project your own images in your mind. The fact that this is unabridged means that it is all here, nothing is left out. Rob Inglis's narration is great, with enough vocal variation to distinguish among the characters. For a Tolkien fan, and one who has read The Hobbit and The Lord of the Rings since high school, listening to them after all these years is a revelation. Immerse yourself in Middle Earth, and enjoy!"
B000OTN7BQ,The Hairstons: An american Family in Black and White,,A2YXJKO0GN7G1W,Jonathan Bush,1/1,5.0,1078444800,What a surprise!,"I personally thought this book was wonderful! It could not have been more vividly illustrated by Wiencek. I am a native of Lexington, NC and my great great grandfather is pictured in this book, Righteous Hairston. From what I have been told he was a ferryman. Having attended &quot;Hairston Clans Reunion&quot; when I was younger, I am intrigued to know that there is a book written about my family! It tells a story of days long gone and how a family has thrown away racial barriers and how they decided to come together as one!"
B000MW89UY,Life on the Mississippi (The 100 Greatest Masterpieces of American Literature),,A1PEMPAJ5JMHWO,"S.L. ""Kitchen Kulture""",0/0,5.0,1358812800,One of the greatest books ever,"I love this book and have read it many times. Probably one of Mark Twain's best. Even though it was written a long time ago, it is very modern in its approach."
B00089TRFW,Wood preservation in the United States (Bulletin / Forest Service),,A3NX78CHV023DQ,Jean M. Mccluskey,0/0,5.0,1283126400,Good book,I purchased this book because it was written by my Great Uncle but was suprised and delighted at the information that it contained. It is a book that is very useful even today and recommend it to all.
0870126512,Deepwater Mountain: A Novel of West Virginia,22.95,A3MRJGZCRI1LVX,Winnie Haynes,2/2,5.0,1041379200,Deepwater Mountain,"I bought this book for my mother for Christmas and she has not been able to lay it down since she started reading it. She loves it and I am sure that I will be reading it when she gets finished. My mother lived in Page, WV during her teenage years and has been able to relate to the area that she is reading about which only made the book more interesting, I'm sure. She lived there during the great flood of 1932 and this is discussed in the book. She would like to see more by this author and I can hardly wait to get started."
B0006DH5ZO,Drug abuse and the law sourcebook (Criminal law series),,A2SJ11EMIOBLHH,Cwn_Annwn,5/15,3.0,1263945600,Tell me something I don't already know,"Taylor does a good job pointing out and documenting things like double standards in the media, movies, etc in how blacks are portrayed in an overly positive light compared to reality. Also how if a violent crime occurs and the victim is black and the perpetrator white it often becomes a a national hysteria, whereas black on white crimes, which are staggeringly more common are buried if not out and out intentionally covered up. He points out all the typical things that these respectable quasi racists talk about, affirmative action, unfair hiring practices, academic/leftist hypocrisy, etc.Here's where I have a problem with Taylor. He, as is typical of right wingers, both racial, and non racial, big on whining about welfare and social programs. Well I live in a Scandinavian country that puts a lot of money into social programs and I've seen firsthand how they benefit a society if you have a society where the majority isn't complete scum. The biggest thing though is Taylor is completely detached from working class white people. He is Yale educated and grew up going to private schools in Japan and I believe France also. He is totally out of touch with how life is for poor, working and middle class whites. He is more or less trying to sell himself off to upper class whites and conservative Jews. There is no criticism of capitalism in this book and of course he doesn't dare say the ""J"" word or claim that what is going on is intentional social engineering from the highest levels of society. Its all the just misguided leftists setting government policies and caving in to system controlled black rabblerousers like Jesse Jackson and Al Sharpton that are the problem in his world. If your not a stiff right winger I would recomend Jim Goads Redneck Manifesto way before anything written by the Jared Taylors or Pat Buchanans of the world."
